Name,Positives,Negatives,latitude,longitude,x,y,id
Jardin des Grands Explorateurs,"The Jardin des Grands Explorateurs offers a serene and beautifully landscaped environment for leisurely strolls, characterized by lush greenery, vibrant flowerbeds, and tree-lined avenues. Notable features include the stunning Fountain of the Four Parts of the World and statues of famous explorers. Visitors enjoy activities like pétanque, ping-pong, fitness routines, and picnics, with scenic views and comforting seating areas enhancing the experience. Its proximity to other prominent gardens and the peaceful atmosphere make it a perfect escape from Parisian bustle.","Some visitors noted limited food and beverage options and occasional dustiness. Others pointed out that fountains were not always operational, and it can be difficult to find seating during peak times. Additionally, the park closes relatively early, which can be inconvenient for those wishing to exercise later in the day.",48.8418366,2.336885000000001,651331.5567610064,6860403.039478191,448
Jardin de Reuilly - Paul Pernin,"Nestled along the Promenade Plantée, Jardin de Reuilly is a tranquil park in Paris' 12th district. Features lush landscapes, a playground, picnic zones, water fountains with sparkling water, impressive sculptures, and a duck pond. Ideal for peaceful walks, family outings, book reading, and unique strolls on the elevated old railway. Renowned for vibrant flowers, terraced gardens, and well-kept lawns.","Limited accessibility for dog owners as pets are not allowed, even with a leash. Some reviews find the park off the main tourist path, making it less of a must-see for some tourists.",48.8422086,2.3876978,655061.1375147456,6860414.283715112,449
Square Francis-Lemarque,"This small, charming square offers a peaceful oasis amidst the bustling city traffic, providing a play area for children and ample greenery. It features sections divided by various plant species that showcase seasonal colors, honoring Francis Lemarque. Families find it perfect for kids with 'kid's responsive' facilities. It's located near rue de la Roquette and is favored for relaxation, community gatherings, and its intimate, calm atmosphere.","Visitors report maintenance issues such as non-functional fountains, damaged toilets, and the presence of rats and mice. Some feel the square lacks sufficient seating and sees sporadic vandalism, affecting their experience negatively.",48.8560299,2.376971,654286.0046610284,6861957.243456868,450
Aire de jeux pour chiens,"The dog park is clean, overlooking the Seine with half-shaded, half-sunny areas. It features four types of games for dogs, a trash can, and a bench. It's a social spot when friendly dogs arrive, creating a playful atmosphere. Its ideal location offers a scenic view of the quays.","Visitors criticize the park's small size and lack of a water point. There's concern over the park's limited space, unsuitable for large dogs, and the absence of a second security door. Disappointment arises from its inadequacy compared to expectations set by media coverage.",48.8456512,2.3632803,653272.182036415,6860811.240350093,451
Square Alex-Biscarre,"Square Alex-Biscarre is a tranquil oasis in Paris' 9th arrondissement, ideal for relaxation or picnics. The park offers plenty of benches, both in sun and shade, and a small play area for children. Surrounded by beautiful historic architecture, it is perfect for reading, daydreaming, or a quiet break. Its greenery and calm atmosphere are complemented by occasional bird concerts. Proximity to Place St Georges and scenic views add to its charm.","Visitors have noted the cleanliness issues with the public toilets and play area. Noise from children after school hours can disrupt the peaceful ambiance. Occasional disturbances from loud music and other activities, like people consuming cannabis, can detract from the experience.",48.8784948,2.3367359,651354.852821419,6864479.209804373,452
Parc Montsouris,"Parc Montsouris is a serene oasis in Paris' 14th arrondissement. The park boasts lush green lawns, meandering paths, and a tranquil lake, making it ideal for picnics, leisurely strolls, and bird watching. The English-style landscape, crafted by Alphand under Napoleon III, features scenic hills, vibrant flowers, and iconic sculptures. It offers activities like jogging, reading, pony rides, and family-friendly play areas. A quieter alternative to central parks, it provides a refreshing escape with beautiful scenery and a vibrant yet peaceful atmosphere.","Visitors cite early winter closing times and closures during windy conditions as drawbacks. Crowding on hot days, particularly due to its popularity as the only green space nearby, is noted. Additionally, the absence of off-leash areas for dogs and occasional lax pet-owner behavior regarding waste are mentioned. Guards enforce strict closing times, sometimes interrupting late visits.",48.8226716,2.3376598,651370.5460921258,6858271.631254755,453
Parc Clichy-Batignolles - Martin Luther King,"The park offers a diverse range of activities and modern design, perfect for all ages. Highlights include jogging trails, picnic spots, skatepark, playgrounds, squash and basketball courts, and scenic water features. Its modern architectural surroundings are complemented by cherry blossoms, greenery, and ample seating. The park provides a space for relaxation, exercise, and family fun, attracting joggers, picnickers, and nature enthusiasts. Accessible by metro, it features drinking fountains and restrooms.","The park can be crowded on weekends and dogs are not allowed. It opens at 7 am, so early birds might find it restricted. Some facilities, like playgrounds for very young children, are limited.",48.8911732,2.3143031,649721.8684249899,6865903.021054082,454
Square Marcel Pagnol,"Square Marcel Pagnol is a peaceful oasis in Paris’s busy 8th arrondissement, close to Saint Augustin church and Saint Lazare station. It offers a quiet escape with plenty of benches for relaxation, reading, or enjoying lunch. The park features a children's play area, a ping pong table, abundant greenery, and birdwatching opportunities. It's an idyllic spot for families, children, and those seeking respite amidst the city's hustle, with its well-maintained foliage and calming atmosphere.","Some areas could be improved, such as the maintenance of the ping pong table and the management of bird droppings and trash near seating. There are no restrooms, and the park's lack of large lawns and covered areas during rain can be inconvenient. Presence of assertive birds and occasional reports of pests like rats can detract from the experience.",48.8759392,2.3203264,650148.9298321832,6864205.279247811,455
Square des Amandiers,"Square des Amandiers offers a lush landscape with cherry trees, holm oaks, olive trees, and a waterfall fountain providing a tranquil atmosphere. The park features separate play areas for children of various ages, a basketball court, a large fountain, gym equipment, landscaped paths, and an open-air amphitheater. It is ideal for family outings and leisurely walks in the shade of its greenery, as well as being well-equipped with amenities such as toilets and a water tap.","Visitors report issues with sand and dust on windy days, an unclean environment, and shady crowds in the evenings. There are concerns about safety due to cycling at speed, the presence of people consuming alcohol, and general maintenance needing improvement. A few also noted an irritating fog affecting air quality and visibility.",48.865848,2.3881856,655117.3044894957,6863042.504647435,456
Ajaccio Square,"Ajaccio Square is a charming, well-maintained park in Paris offering stunning views of the Eiffel Tower and nearby Les Invalides. It provides a peaceful retreat with lush gardens, century-old trees, and colorful flowers, making it ideal for relaxation or a picnic. The park features significant sculptures like 'La Défense du foyer' by Emile Boisseau. It is a great spot for a morning walk, meditation, or photography, enriched with historical significance and nearby attractions like the Rodin Museum.","The small playground in Ajaccio Square is noted to be tiny and sometimes closed, with a lack of information about reopening times. Additionally, the park can be a bit noisy due to its proximity to Boulevard des Invalides. Visitors also mention the absence of trash bins, which could detract from the overall cleanliness and convenience.",48.85783379999999,2.3148942,649733.0443770152,6862195.54932758,457
Square Jules Verne,"Square Jules Verne is a delightful park for families, offering numerous activities for children and adults. It features a shared garden, play areas, a pavilion, and a small library. The park is known for its educational workshops in ecology and gardening. With plenty of benches and green spaces, it's perfect for relaxing while children can enjoy the secure play equipment. The park is vibrant, serves as a community hub, and has friendly staff managing activities, making it a cherished neighborhood spot.","Some visitors report issues with maintenance and cleanliness, including broken play equipment, neglected pathways, and unsanitary conditions in sandboxes and toilets. Additional concerns involve the presence of drug dealers and smokers in the park, which affects its atmosphere. The park's condition has been noted to deteriorate over time, with complaints of it not opening on time during weekends and the presence of unwanted elements around the benches.",48.8701409,2.3750885,654160.2990275925,6863527.367823812,458
Square Hector Berlioz,"Square Hector Berlioz is a charming and artistic small square in Paris, located near Place de Clichy. It features a beautifully maintained garden with trees, shrubs, and perennials, and a statue of composer Hector Berlioz. The square is ideal for families, offering play equipment suitable for children aged 1-11, benches for relaxation, and lovely surroundings for a tranquil break. The variety of vegetation and well-kept play areas make it a pleasant place for both adults and children.","Visitors have reported groups of people smoking, which can be uncomfortable. At times, teenagers are noted to misuse equipment, and there are concerns about cleanliness. Some feel the design prioritizes playgrounds over green space, and weekend crowds could be overwhelming. Issues with ground bumps causing falls and a noticeable presence of alcohol consumption have also been mentioned.",48.8831694,2.3298582,650854.8517062147,6865003.253689593,459
Saint-Lazare Garden,"Saint-Lazare Garden is a hidden green oasis and a magnificent haven of peace. It offers sunny spots and benches perfect for relaxation. Adjacent to a media library, it provides a quiet ambience ideal for reading. Located near Gare de l'Est, this small garden offers a tranquil escape with nearby playgrounds, creating a family-friendly environment. It is an unlikely gem in the 10th arrondissement, offering a serene and scenic experience.",,48.8757244,2.3539797,652616.9995029476,6864160.674714121,460
Promenade de l'Allée du Séminaire,"Promenade de l'Allée du Séminaire is a charming, peaceful spot located across from Jardin Luxembourg known for its well-appointed dog park. The area is shaded and offers benches for relaxation, making it ideal for reading or leisurely walks. The landscape features a mix of wild bushes and wooded areas, resonating with historical charm. It is a discreet location that provides a quiet retreat, especially pleasant in good weather.","Visitors have noted cleanliness issues, pointing to instances of uncivility that detract from the park's allure.",48.8495773,2.3328921,651045.7817544858,6861266.196005443,461
Fontaine de la Nymphe marine,"The Fontaine de la Nymphe marine is a beautifully crafted statue fountain located near the Louvre, offering a classic style and picturesque landscape. It's a peaceful spot, especially under the shade of plane trees, and offers a cool respite in the summer. The area sometimes hosts street performances, and there's a nearby market for affordable snacks and drinks. Visitors appreciate the sculpture's beauty and the relaxing atmosphere.","The fountain is sometimes without water, disappointing some visitors. The area can also become busy, potentially affecting the tranquility some visitors seek.",48.8636761,2.3350008,651213.7230140792,6862832.55144908,462
Square Jean XXIII,"Square Jean XXIII offers a picturesque setting near Notre Dame Cathedral with views of the Seine and impressive gothic architecture including flying buttresses. Visitors enjoy exploring the grounds, sitting in the serene gardens, and attending church services. The area is rich in history and provides a vibrant atmosphere with local musicians, shops, and cafes enhancing the experience. Accessible via public transportation, it's an essential stop in Paris providing both cultural and scenic value.","The location can be overcrowded with tourists, and pickpocketing has been reported, leading to safety concerns. Long lines are common, especially for accessing the cathedral's top. Some visitors found entry fees for facilities like toilets too high.",48.8524084,2.3508717,652367.7321494878,6861569.991411173,463
Parc Jean-Baptiste Clément,"Parc Jean-Baptiste Clément, a charming triangular flower garden, offers a delightful array of blooms, especially vibrant in late summer. Located in Montmartre, the compact and well-maintained greenery provides a quaint and picturesque spot amidst urban surroundings, perfect for a brief, pleasant stroll.","Visitors note the park's small size and lack of typical park features, such as quietness or expansive landscapes. It is described as a simple green patch among roads, not meeting expectations of a traditional park setting.",48.8866248,2.3389201,651522.6113496646,6865381.871445207,464
Square Louise Michel,"Square Louise Michel offers a serene park setting with breathtaking panoramic views of Paris from the foot of the Sacré-Cœur Basilica. The site features lush greenery, colorful flowers, winding paths, and a charming carousel, making it ideal for relaxation, picnicking, and photography. Visitors enjoy the cultural and historical significance of the basilica, lively atmosphere with street musicians, and local gift shops offering affordable souvenirs.","Common complaints include aggressive hawkers and scam artists, crowded conditions, particularly during peak times, and concerns about pickpockets. The steps leading up to the basilica can be steep, and some visitors find the area windy.",48.8850123,2.3433924,651849.0692303057,6865199.8345528245,465
Medieval Garden of the Cluny Museum,"The Medieval Garden of the Cluny Museum offers a serene escape in Paris, with its medieval-inspired contemporary design by Éric Ossart and Arnaud Maurières. The garden's lush vegetation, hidden benches, and historical museum exhibit, including the famous 'Lady with a Unicorn' tapestries, offer a rich cultural experience. It's a quiet, shaded refuge, ideal for strolling and relaxation, conveniently located near Saint Michel and accessible via public transport.","Visitors report issues with cleanliness and maintenance, mentioning the presence of homeless people, noise, rats, and areas that are closed or outdated. The small size and limited picnic space also received criticism, along with some outdated facilities.",48.850769,2.3443889,651890.5292980889,6861391.63553613,466
Parc Georges-Brassens,"Parc Georges-Brassens is a beautiful, well-maintained park in the 15th arrondissement, offering a variety of landscapes, from lush trees to ponds and vineyards. It's family-friendly with multiple playgrounds and activities, including a rock climbing area. Visitors enjoy peaceful strolls, jogging, picnics, and a book market. The park's layout includes beehives and a vineyard, adding to its charm. It's a favorite spot for both relaxation and family outings, with an authentic Parisian community vibe, especially near its scenic pond and diverse trails.","Some visitors find the park lacking dog-friendliness and express concerns about homelessness affecting the park's cleanliness and safety. Reconstruction work around the main pond area can temporarily ruin the view and restrict seating. Shades may be insufficient on sunny days, and certain paths are not ideal for running. Some also noted that the park is not as large as others, with limited landmarks, mostly for locals rather than first-time tourists.",48.8315212,2.2997888,648598.8289268311,6859279.587767088,467
Square de Berlin,"Square de Berlin offers a peaceful respite in Paris's 8th arrondissement. It's a charming, small garden featuring a beautiful fountain, manicured lawns, colorful flowerbeds, and artful sculptures. The square is a quiet, green oasis for locals and visitors alike, with benches to relax on and enjoy the calm atmosphere. Historically significant, it commemorates the fall of the Berlin Wall with a dedicated monument and highlights the rich history of Parisian ties with Berlin.","Recent construction has caused disappointment due to the inaccessibility of the fountain and removal of plants. The work lacks clear updates, frustrating visitors who miss the site's usual tranquility and aesthetic.",48.8677481,2.3125659,649571.8162129268,6863299.419126414,468
Sorbonne University Pierre and Marie Curie Campus,"The campus offers an exceptional blend of architectural intelligence and academic excellence. It features matrix-like corridors for easy navigation and hosts a vibrant academic community with top-notch faculty and diverse curricula. There are multiple libraries, fostering a rich research environment, and a dynamic, supportive student life brimming with cultural and academic events. The architecture, designed by Roger Taillibert, is distinguished by its bold shapes and concrete structures, promoting interaction and innovation.","Visitors note restricted access to the campus, with most entrances closed to the public. Some report difficulty with campus navigation due to closed gates and accessibility issues, especially for wheelchair users.",48.8471036,2.357499,652849.2252632983,6860976.169903667,469
"University Paris Cité, Odéon University Head Office","Located in a historic part of Paris, the university boasts impressive architecture and houses a museum and library focused on medicine. As part of the renowned Sorbonne University consortium, it is a multidisciplinary research institution with strong programs in medical and biomedical sciences, law, computer science, economics, and psychology. The environment and neighborhood are highlighted as very pleasant.","Several reviews criticize the administrative services for poor communication and lack of responsiveness. Complaints include issues with course access, inaccurate website information, and inadequate facilities such as outdated lecture seats and insufficient power outlets. Administrative management and organization also face criticism.",48.8513741,2.3405737,651611.1340634885,6861461.248208554,470
Paris-Sorbonne University,"Paris-Sorbonne University is housed in a magnificent and historic building located in the charming Latin Quarter. Its breathtaking architecture, coupled with the vibrant atmosphere of surrounding cafes and bookshops, makes it a must-see. The university is renowned for its prestige in arts, humanities, and science, contributing to a rich academic history. Nearby attractions such as the Panthéon add to its appeal. The astronomy clock tower and courtyard are unique highlights.","Visitors often face limited access to the interior without prior arrangement or guided tours. Some facilities require maintenance and refurbishment. The administrative staff are occasionally noted as inefficient, and tours specifically for tourists are lacking.",48.8575475,2.3513765,652409.466897741,6862141.109201814,471
Panthéon-Sorbonne University,"The Panthéon-Sorbonne University boasts beautiful architecture and is located in the heart of Paris near iconic landmarks like the Pantheon. It offers a vibrant, multicultural atmosphere with a stimulating intellectual environment. Visitors appreciate the stunning real estate and rich history, making it a lovely place for a stroll. The university provides enriching extracurricular activities and is home to internationally recognized educators, creating an unparalleled educational experience.","Common complaints include poor administration, unhelpful staff, and lax academic standards. Maintenance issues in basic facilities and challenges with registration processes are also mentioned. Some find the environment lacking professionalism, and concerns about the level of education were raised.",48.84701219999999,2.3445019,651895.3534364029,6860973.846557373,472
Sciences Po,"Located in the historic Saint Germain district, Sciences Po offers a rich academic environment recognized globally for political science. The campus is historically significant, hosting well-equipped classrooms. The school's international nature fosters cultural exchange, with a considerable percentage of students from abroad. The atmosphere is enriched by quality teaching, a cohesive student community, and supportive staff. The school's focus on critical thinking and practical education prepares students for global challenges.","Common complaints include limited power-outlets and computer-friendly spaces, a lack of student accommodation, high surrounding living costs, and an elitist perception due to tuition fees. Some critiques note inadequate facilities during rain and limited English language course options.",48.8575475,2.3513765,652409.466897741,6862141.109201814,473
Statue Jules Cesar,"The statue is located at the western end of the Central Alley near the Octagonal Basin in the beautiful Tuileries Garden, offering a serene atmosphere. It is a replica of Nicolas Coustou's 1707 work, showcasing a classical depiction of Julius Caesar in armor and crown, exuding historical grandeur. Positioned across from Hannibal's statue, it provides a side-by-side view of two historical figures, enhancing cultural enrichment.",,48.8643297,2.3246224,650452.973419137,6862911.688576601,474
Street Art - Fresque d’Emilie Rouge avec Weirdwalls,"Located in the vibrant 13th arrondissement of Paris, this street art attraction offers a captivating tour showcasing the creativity and talent of street artists. It provides an immersive experience into the world of contemporary street art, making it a must-visit for art enthusiasts. The atmosphere is lively and culturally rich, reflecting the dynamic nature of the urban landscape.",,48.8310401,2.3649309,653380.2478344163,6859185.662536289,475
Fresque 'C'est nous les Gars d'Ménilmontant',"The Fresque is a vibrant mural located in the heart of the Ménilmontant district in Paris, capturing the artistic spirit of the area. It serves as an iconic landmark that reflects the local culture and offers an engaging visual experience for visitors. The surrounding neighborhood is known for its lively atmosphere, with plenty of cafes and street life, complementing the mural's aesthetic appeal.",,48.8685173,2.389347,655204.7984655474,6863338.651936103,476
Fontaine-sculpture sphères d'acier tronquées de Alberto Guzman,"Located in the tranquil small garden of Place Souham amidst towering buildings, the sculpture features truncated steel spheres designed to harmoniously guide water flow. This 1983 work by Parisian sculptor Alberto Guzmán is noted for its potential to create magnificent bluish reflections. Guzmán, originally from Peru, is renowned for his monumental sculptures and contributions to the arts, including jewelry and theater sets.","The fountain's water feature is non-functional, leading to an abandoned appearance, detracting from the sculpture's intended beauty. This lack of maintenance is a common complaint among visitors.",48.7715184,2.4694329,661007.0336917595,6852510.999717717,477
Ecoute Samuel,"As a unique piece of public art, Ecoute Samuel stands out as an intriguing attraction with its imaginative design. Known for its unconventional and engaging presence in the area, it offers visitors a thought-provoking experience and a distinctive landmark among urban surroundings. The artwork provides a cultural and artistic atmosphere that is appreciated by locals and tourists alike.",,48.8775293,2.3308075,650919.152337169,6864375.521332674,478
St Genevieve Fountain,"St Genevieve Fountain is celebrated for its serene landscape and charming atmosphere. Visitors often enjoy peaceful strolls, with the gentle sounds of water creating a relaxing ambiance. The surrounding area is picturesque, perfect for picnics or contemplation under the open sky. It serves as a quiet retreat from the hustle and bustle of daily life.",,48.84735209999999,2.3485375,652191.8166714638,6861009.189180127,479
Paroisse St laurent,"Paroisse St Laurent is renowned for its tranquil atmosphere and remarkable spiritual experience. The stunning architecture of the church, combined with its serene surroundings, provides a sense of peace and reflection. The community is noted for being welcoming and attentive - a testament to the dedication of those who serve there.",,48.8746866,2.358665,652959.7026283012,6864042.477082922,480
Ancienne fresque murale,"The Ancienne fresque murale is an exceptional landmark featuring elegant sgraffito technique with impressive bas-relief plasterwork. The decor displays a refined use of brown and gold, enhancing the beauty of intricate animal motifs. Preserving the charm and history of a former delicatessen, the mural offers visitors a glimpse into a century-old visual art. The atmosphere is one of admiration and nostalgia, highlighted by its historical significance and unique artistic style.",,48.833855,2.3176441,649911.7619107105,6859527.604592492,481
Fresque Musicale,"Fresque Musicale is appreciated for its visual appeal, indicated by reviews mentioning it as 'Pretty'. Although specific details are not provided, one can infer that the attraction likely features an artistic and musically themed landscape. Known for hosting a blend of visual and auditory experiences, it is a popular spot for those seeking creative inspiration and entertainment.",,48.8636396,2.3492554,652259.4245801524,6862819.780251836,482
Le Vieux Gaulois,"Le Vieux Gaulois captures the spirit of an ancient Gaul atmosphere, potentially offering a historic and cultural experience steeped in tradition. The location might engage visitors with its ambiance evocative of historical landscapes and an inviting, cultural atmosphere. Ideal for those interested in history and heritage.","Visitors have expressed dissatisfaction with the availability of items, citing out-of-stock issues. While after-sales service is commendable with prompt refunds, improving stock updates online could enhance the visitor experience.",48.8586685,2.3575003,652859.7840716154,6862262.081474576,483
Les berges de Seine,"Les berges de Seine offers a picturesque pathway along the Seine River, ideal for casual strolls and enjoying the soothing riverside atmosphere. The area is renowned for scenic views of the Seine, especially during sunset, providing a romantic and relaxing experience amidst nature and historical sites.",,48.86300139999999,2.309851,649368.0508914565,6862773.362991327,484
Statue du baron Haussmann,"The statue celebrates Baron Haussmann, the architect behind modern Paris, featuring impressive bronze sculpting. Visitors appreciate the site's welcoming atmosphere and quality service. It's a tribute to Haussmann's transformative urban planning, set within a pleasant environment that reflects his contributions to the Parisian landscape.",,48.875341,2.316432,649862.7239995062,6864141.229418857,485
Castel Béranger,"Castel Béranger stands as a magnificent example of Parisian Art Nouveau, designed by the celebrated architect Hector Guimard. Nestled in the 16th arrondissement, it offers visitors a breathtaking experience of architectural beauty. The intricate designs and artistic features of the building are emblematic of the movement, providing a visually stunning attraction for art and architecture enthusiasts.",,48.85247709999999,2.2745105,646764.6570533781,6861626.402555503,486
Ecole du Breuil,"Ecole du Breuil offers a stunning and well-maintained park that delights visitors with its beauty and tranquility. The landscape showcases the impressive work of students and teachers, providing an enriching experience. The park allows free entry, which adds to its appeal, making it a hidden gem for visitors looking to enjoy a peaceful walk amid beautiful surroundings.",,48.8224493,2.4589815,660277.740875802,6858179.040161047,487
"L'Effort (Pierre Roche, 1898)","L'Effort, a bronze sculpture by Pierre Roche, is beautifully nestled in the northwest corner of the Luxembourg Gardens among trees and shrubs. It represents Hercules undertaking one of his twelve labors and was initially intended for a larger fountain. Visitors appreciate its integration into the natural setting, offering a peaceful spot for sculpture enthusiasts seeking an iconic historical artwork unexpectedly located off the main paths.",,48.8793423,2.2899143,647921.7977801186,6864603.30839004,488
Statue de Dante,"The Statue de Dante is an elegant bronze statue crafted in 1882 by Jean-Paul Aubé. It commemorates Dante Alighieri's connection to Paris's first university. The statue showcases a striking contrast between the dark bronze of Dante and the white base, adding visual appeal. Visitors appreciate its historical significance and artistic detail.","Access to the statue is limited, preventing close inspection. Unfavorable weather conditions, such as rain and gray skies, can hinder the ability to observe the statue's intricate details.",48.849383,2.3450902,651940.712081594,6861237.098399861,489
Statue de Marseille,"The Statue de Marseille is one of eight grand statues located at the Place de la Concorde, representing the city of Marseille. It features a majestic depiction of a seated lady, adding historical and cultural significance to the square. The area is lively, providing a dynamic atmosphere. Its grandeur and symbolic importance make it a noteworthy landmark in Paris.",,48.8642467,2.3212619,650206.3672679337,6862904.573545272,490
Maison paroissiale Saint Ambroise,"Maison paroissiale Saint Ambroise has recently reopened its doors following major renovations, enhancing its role as a vibrant community hub for exchanges and meetings. The atmosphere is welcoming, providing a rejuvenated space for visitors and locals alike. The improvements in infrastructure are appreciated, making it a more welcoming place for gatherings and interactions.",,48.8618123,2.3769327,654288.2679616954,6862600.221005519,491
Fresque Sempé,"The Fresque Sempé showcases the beloved works of Jean-Jacques Sempé, a renowned French caricaturist. Fans appreciate the large-scale presentation of his art, noting how it brings his humble and human style to vivid life in the heart of Paris. The fresco, unveiled in February 2019, adds cultural richness and a distinct character to the urban landscape, encouraging hopes for more artistic wall displays throughout the city.",,48.8613368,2.3668752,653549.9847738023,6862553.21856243,492
Street Art Fresque Philippe Pinel,"The fresco is a stunning example of urban art, conveniently located near metro line 6, making it easily accessible. The large mural acts as a monumental piece, enhancing the appearance of the adjacent HLM. Multiple frescoes on nearby walls offer visitors a broader experience of street art, creating a vibrant cultural atmosphere.",,48.8333703,2.3620196,653168.6304084549,6859446.477814907,493
Statue de César Franck,"The statue pays tribute to César Franck, a prominent Belgian-French composer and organist. Located in front of the Sainte-Clotilde Church, it provides a serene atmosphere with a flower bed enhancing its charm. Visitors appreciate its proximity to the church and the ability to observe it closely, creating a peaceful spot ideal for contemplation and admiration.",,48.8473411,2.3097687,649346.7918525916,6861032.137256872,494
Fontaine pétillante,"Fontaine pétillante is admired for its unique feature of sparkling water. It stands out among fountains, offering high-quality water that has impressed visitors. The atmosphere around the fountain is lively and refreshing, making it a distinctive attraction for those interested in natural water phenomena.","A point of dissatisfaction among visitors is that the fountain is sometimes empty, leaving those expecting its renowned sparkling water disappointed.",48.8575475,2.3513765,652409.466897741,6862141.109201814,495
Water Tap,"The attraction, located near Eglise Saint Suplice, is set in a beautiful large square with a picturesque fountain. It offers the unique charm of a Wallace fountain, providing potable water, and has a QR code feature for a bit of historical insight. The overall atmosphere is tranquil and pleasant, occasionally enhanced by the presence of local wildlife.","Some visitors experienced disappointment due to the non-functioning Wallace fountain, including an inoperative button, which could detract from the overall experience.",48.8575475,2.3513765,652409.466897741,6862141.109201814,496
Quai des graffeurs - Street Art,"Quai des graffeurs offers a vibrant street art scene reminiscent of Berlin, located along the picturesque Seine River. This open-air exhibition is an ever-evolving showcase of graffiti and muralism, perfect for a Sunday stroll. Visitors appreciate the blend of known and unknown artists, creating an atmosphere of discovery and creativity.",,48.8398738,2.3716032,653877.8607270847,6860163.957533191,497
Equestrian statue of Joan of Arc,"This attraction is an impressive homage to Joan of Arc, honoring her bravery as a young warrior. Visitors appreciate the clean surroundings, enhancing the experience. The statue stands as a significant landmark, offering an enriching historical and cultural insight.",,48.8638884,2.3321991,651008.3866824002,6862857.892111573,498
Left Bank Gallery Marcel Strouk,"The Left Bank Gallery Marcel Strouk offers a welcoming and warm atmosphere with pleasant staff. Visitors praise the gallery for its beautiful and original street art exhibitions, which are highly recommended. The place is noted for its relevance and beauty, providing an engaging cultural experience.",,48.8563374,2.3367171,651332.778265501,6862015.491853614,499
Galerie Emmanuel Perrotin,"Galerie Emmanuel Perrotin is a captivating art gallery featuring thought-provoking exhibitions like Julian Charrière's 'Panchronic Gardens', which explores nature and technology. Visitors appreciate the gallery's carefully curated environment and its role in showcasing talented artists. Located in Paris, this small yet beautiful gallery offers a magical and sensory experience, making it a must-see destination for art enthusiasts.",,48.8575475,2.3513765,652409.466897741,6862141.109201814,500
Fontaine Place Alphonse Laveran,"Fontaine Place Alphonse Laveran is a cozy square in Paris, known for its intimate atmosphere and wonderful architecture. Visitors can enjoy fresh coffee and croissants from a nearby bakery and sit on available benches to relax. The modern fountains, installed in 1995, offer a refreshing ambiance as they face the stunning Val de Grace church. It's an ideal spot for unwinding, with options to enjoy the tranquility and scenery.",,48.8408024,2.3408252,651619.7757880128,6860285.625856673,501
Mur végétal et street art,"The Mur végétal et street art is an impressive vertical garden covering a building with lush greenery. This landmark features a 250 m2 wall harboring 7,600 plants of 250 species, providing an oasis of greenery in Paris. Known as Aboukir Oasis, it revitalizes an unattractive district with its artistic-plant combination, offering a unique and refreshing urban experience.",,48.8680916,2.3476112,652142.8938938137,6863315.803030445,502
Jardin de la Nouvelle France,"Jardin de la Nouvelle France offers an excellent escape from the city with its discreet and charming atmosphere. Located near the Grand Palace, this garden is accessible all night. Visitors can enjoy a unique experience with its picturesque and timeless landscape. Noteworthy features include a mini artificial structure and a bench providing a captivating view at night when the whole area lights up beautifully.",,48.8651276,2.3106064,649425.532605145,6863009.29430105,503
Paroisse Saint Severin - Saint Nicolas,"Paroisse Saint Severin - Saint Nicolas is a magnificent parish located in the heart of a historic district in Paris's 5th arrondissement. It is noted for its Gothic architecture and impressive gargoyles. The church offers musical concerts, and the surrounding neighborhood is vibrant with shops and restaurants. The parish's history includes the merging of two churches in 1968.","There is dissatisfaction regarding the church hosting conferences that promote Spanish bullfighting, raising ethical concerns about animal cruelty.",48.8494372,2.351001,652374.5044196184,6861239.543643892,504
Synagogue Oratoire Mahzike Adath,"This small and inviting synagogue offers a rich historical experience, connecting visitors to prominent figures like the Lubavitcher Rebbe. It's praised for its cleanliness and historical significance, with notes on Hanukkah and its Jewish heritage. Located in a now primarily tourist area, it evokes a sense of nostalgia for its once Jewish-dense neighborhood. Visitors love the atmosphere and the feeling of stepping back in time.","Access can be challenging, as the building is locked and requires local assistance to enter. Visitors may find the need for a code or a local contact inconvenient.",48.8570831,2.3592353,652985.6477259697,6862084.764113478,505
Youth Club De Saint-Médard,"Youth Club De Saint-Médard offers a variety of engaging activities, creating a vibrant and enjoyable atmosphere for visitors. The club encourages exploration and discovery, suggesting a welcoming environment. This location is well-loved by visitors and is indicated by the enthusiastic reviews, highlighting the enjoyment and satisfaction of guests. The general landscape and amenities seemingly encourage repeat visits.",,48.8410576,2.354572,652628.9332801651,6860305.666649681,506
Fontaine Wallace,"Fontaine Wallace is situated in a charming and serene square, creating a beautiful, autumnal atmosphere ideal for relaxation. The location boasts two exquisite fountains and a peaceful park setting. It also offers recreational activities like nearby table tennis, making it a versatile and engaging destination for visitors.","One visitor noted the absence of a drinking water fountain, which might disappoint those expecting one. Otherwise, reviews are largely positive, with no other significant areas of dissatisfaction noted.",48.8795411,2.3372502,651393.548254646,6864595.234693479,507
La France Triomphante,"La France Triomphante, located in the Bosquet de l'Arc de Triomphe at the gardens of Versailles, is renowned for its elegant set of gilded statues depicting military victories. Adorned with white marble statues of Greek and Roman mythological figures, it offers a historically rich and visually captivating experience. Visitors appreciate the intricate artistry and historical decor, evoking the splendor of the Baroque era.",,48.80772839999999,2.1224994,635555.4341211726,6856764.215484766,508
